seller_state,customer_state,route_proxy,delivered_orders,late_deliveries,late_delivery_rate,late_dispatch_rate,avg_carrier_to_delivery_days,avg_review_score,on_time_delivery_rate,late_rate_ci95_lower,late_rate_ci95_upper,late_order_share,expected_late_deliveries_at_overall_rate,excess_late_deliveries_vs_overall
RS,DF,RS → DF,47,1,0.02127659574468085,0.06382978723404255,9.390602098108747,4.260869565217392,0.9787234042553191,0.0037657680385967812,0.11112981041629329,0.00015335071308081582,3.2195703555859025,0.0
RJ,ES,RJ → ES,97,2,0.020618556701030927,0.08247422680412371,9.50705708285605,4.412371134020619,0.979381443298969,0.005672685102266338,0.07208758247415772,0.00030670142616163164,6.6446452019538835,0.0
PE,SP,PE → SP,104,2,0.019230769230769232,0.038461538461538464,9.640389400819087,4.365384615384615,0.9807692307692307,0.0052897115850640206,0.0674231291576782,0.00030670142616163164,7.124155680445401,0.0
RS,MG,RS → MG,185,3,0.016216216216216217,0.07567567567567568,8.600927615115115,4.451086956521739,0.9837837837837837,0.0055300416798543875,0.04658488521254289,0.00046005213924244745,12.67277693156153,0.0
GO,SP,GO → SP,125,2,0.016,0.064,8.304068703703704,4.376,0.984,0.004398800179193873,0.05646250093046615,0.00030670142616163164,8.562687115919953,0.0
RS,SP,RS → SP,658,8,0.0121580547112462,0.07598784194528875,6.9332416905887655,4.3744292237442925,0.9878419452887538,0.006173273862794223,0.02380589797096902,0.0012268057046465265,45.07398497820264,0.0
MG,PR,MG → PR,362,4,0.011049723756906077,0.06077348066298342,9.642400501330059,4.329639889196676,0.988950276243094,0.004305179912241726,0.02806255352853774,0.0006134028523232633,24.797541887704185,0.0
DF,MG,DF → MG,102,1,0.00980392156862745,0.058823529411764705,6.896048474945534,4.0,0.9901960784313726,0.0017327343974216647,0.053457914765777534,0.00015335071308081582,6.987152686590682,0.0
RS,SC,RS → SC,114,0,0.0,0.07017543859649122,6.303552733105913,4.56140350877193,1.0,0.0,0.03259853415884162,0.0,7.809170649718998,0.0
GO,MG,GO → MG,83,0,0.0,0.07228915662650602,7.963238509593932,4.421686746987952,1.0,3.469446951953614e-18,0.04423530964197385,0.0,5.68562424497085,0.0
SC,DF,SC → DF,69,0,0.0,0.028985507246376812,10.506378488996244,4.478260869565218,1.0,3.469446951953614e-18,0.05273725818905173,0.0,4.726603287987814,0.0
PE,MG,PE → MG,60,0,0.0,0.03333333333333333,9.501010416666666,4.2,1.0,0.0,0.06017185214208986,0.0,4.110089815641578,0.0
BA,MG,BA → MG,51,0,0.0,0.09803921568627451,7.404768518518518,4.215686274509804,1.0,0.0,0.07004661989853143,0.0,3.493576343295341,0.0
ES,MG,ES → MG,42,0,0.0,0.0,8.415805224867725,4.275,1.0,-6.938893903907228e-18,0.08379879086570391,0.0,2.8770628709491044,0.0
GO,GO,GO → GO,31,0,0.0,0.0,3.3418152628434883,4.516129032258065,1.0,0.0,0.11025539546043596,0.0,2.1235464047481485,0.0
DF,GO,DF → GO,30,0,0.0,0.03333333333333333,6.540494984567901,4.4,1.0,0.0,0.11351339317396876,0.0,2.055044907820789,0.0
